Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,zipcode,airbnb_price_mean,airbnb_record_count,review_scores_value_mean,review_scores_location_mean
Abbotsford,2,h,1012500.0,2.5,3067.0,1.0,0.0,182.0,82.0,1900.0,Northern Metropolitan,4019.0,3067.0,130.62403100775194,258.0,9.572115384615385,9.697115384615385
Abbotsford,2,h,1030000.0,2.5,3067.0,1.0,1.0,172.0,81.0,1930.0,Northern Metropolitan,4019.0,3067.0,130.62403100775194,258.0,9.572115384615385,9.697115384615385
Airport West,3,t,840000.0,13.5,3042.0,2.0,1.0,303.0,225.0,2016.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,730000.0,13.5,3042.0,2.0,1.0,0.0,145.0,1965.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,770000.0,13.5,3042.0,2.0,1.0,0.0,145.0,1965.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,h,603000.0,13.5,3042.0,1.0,1.0,272.0,84.0,1950.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,t,700000.0,13.5,3042.0,2.0,2.0,239.0,134.0,2009.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,600000.0,13.5,3042.0,1.0,1.0,290.0,116.0,1980.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,500000.0,13.5,3042.0,1.0,1.0,168.0,86.0,2011.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,720000.0,13.5,3042.0,1.0,1.0,620.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,4,h,785000.0,13.5,3042.0,1.0,2.0,597.0,127.0,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,6,h,725000.0,13.5,3042.0,3.0,2.0,976.0,186.0,1980.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,t,450000.0,13.5,3042.0,1.0,1.0,110.0,90.0,2015.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,515000.0,13.5,3042.0,1.0,1.0,141.0,73.0,2013.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,530000.0,13.5,3042.0,1.0,1.0,120.0,94.0,2012.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,895000.0,13.5,3042.0,1.0,6.0,1063.0,133.0,1975.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,805000.0,13.5,3042.0,1.0,1.0,0.0,105.0,1950.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,u,752000.0,13.5,3042.0,1.0,1.0,265.0,130.0,1993.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,440000.0,13.5,3042.0,1.0,1.0,192.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,5,h,755000.0,13.5,3042.0,2.0,2.0,596.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,t,700000.0,13.5,3042.0,2.0,2.0,165.0,133.0,2009.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,830000.0,13.5,3042.0,1.0,2.0,971.0,113.0,1960.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,462500.0,13.5,3042.0,1.0,1.0,164.0,,2003.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,670000.0,13.5,3042.0,2.0,2.0,657.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,h,675000.0,13.5,3042.0,1.0,1.0,612.0,100.0,1975.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,1042000.0,13.5,3042.0,2.0,5.0,612.0,174.0,1950.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,910000.0,13.5,3042.0,1.0,1.0,775.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,4,h,773000.0,13.5,3042.0,3.0,4.0,531.0,309.0,1980.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,810000.0,13.5,3042.0,3.0,2.0,555.0,192.0,1980.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,715000.0,13.5,3042.0,2.0,2.0,422.0,126.0,1995.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,790000.0,13.5,3042.0,1.0,3.0,614.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,t,540000.0,13.5,3042.0,2.0,1.0,161.0,101.0,2010.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,t,825000.0,13.5,3042.0,2.0,1.0,293.0,102.0,1960.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,685000.0,13.5,3042.0,1.0,1.0,579.0,113.0,1975.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,805000.0,13.5,3042.0,1.0,1.0,623.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,2,u,510000.0,13.5,3042.0,1.0,1.0,141.0,76.0,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,612000.0,13.5,3042.0,2.0,1.0,212.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,662000.0,13.5,3042.0,1.0,2.0,612.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,4,h,978000.0,13.5,3042.0,3.0,2.0,532.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,3,h,720000.0,13.5,3042.0,1.0,1.0,585.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,4,h,765000.0,13.5,3042.0,1.0,2.0,509.0,,,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Airport West,4,h,900000.0,13.5,3042.0,2.0,3.0,628.0,146.0,1975.0,Western Metropolitan,3464.0,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
Albert Park,2,h,1275000.0,3.3,3206.0,1.0,0.0,120.0,82.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1455000.0,3.3,3206.0,1.0,0.0,159.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2850000.0,3.3,3206.0,2.0,0.0,211.0,198.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1850000.0,3.3,3206.0,2.0,0.0,128.0,133.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1436000.0,3.3,3206.0,1.0,0.0,130.0,81.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1110000.0,3.3,3206.0,1.0,0.0,147.0,,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1550000.0,3.3,3206.0,1.0,1.0,167.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,4,h,2300000.0,3.3,3206.0,2.0,1.0,153.0,180.0,1880.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,t,1550000.0,3.3,3206.0,2.0,2.0,718.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1800000.0,3.3,3206.0,2.0,1.0,132.0,159.0,1996.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,2120000.0,3.3,3206.0,1.0,1.0,199.0,107.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1800000.0,3.3,3206.0,1.0,1.0,253.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1800000.0,3.3,3206.0,2.0,1.0,90.0,122.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1810000.0,3.3,3206.0,1.0,0.0,240.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2615000.0,3.3,3206.0,2.0,1.0,177.0,181.0,1880.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,5,h,2100000.0,3.3,3206.0,2.0,1.0,237.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1300000.0,3.3,3206.0,1.0,0.0,129.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1370000.0,3.3,3206.0,2.0,2.0,0.0,85.0,2000.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1000000.0,3.3,3206.0,1.0,0.0,288.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2575000.0,3.3,3206.0,2.0,1.0,228.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1322500.0,3.3,3206.0,1.0,0.0,149.0,98.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1562500.0,3.3,3206.0,1.0,0.0,141.0,83.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2000000.0,3.3,3206.0,2.0,1.0,211.0,147.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1900000.0,3.3,3206.0,1.0,0.0,209.0,,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,3010000.0,3.3,3206.0,2.0,0.0,147.0,146.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,4,h,2800000.0,3.3,3206.0,3.0,1.0,327.0,254.0,1910.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,u,647000.0,3.3,3206.0,1.0,1.0,0.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2100000.0,3.3,3206.0,1.0,1.0,120.0,123.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2000000.0,3.3,3206.0,1.0,1.0,238.0,131.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,1,u,442500.0,3.3,3206.0,1.0,0.0,0.0,34.0,1970.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1340000.0,3.3,3206.0,1.0,0.0,136.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1801000.0,3.3,3206.0,1.0,1.0,202.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1532000.0,3.3,3206.0,3.0,1.0,0.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,4,h,2140000.0,3.3,3206.0,2.0,1.0,183.0,145.0,1880.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,1750000.0,3.3,3206.0,1.0,1.0,162.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,2,h,980000.0,3.3,3206.0,1.0,0.0,79.0,68.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2030000.0,3.3,3206.0,2.0,0.0,152.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,1740000.0,3.3,3206.0,2.0,2.0,147.0,134.0,1890.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,3,h,2800000.0,3.3,3206.0,3.0,1.0,0.0,,,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Albert Park,1,h,985000.0,3.3,3206.0,1.0,0.0,81.0,54.0,1900.0,Southern Metropolitan,3280.0,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
Alphington,4,h,2000000.0,6.4,3078.0,2.0,4.0,853.0,263.0,1930.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,1110000.0,6.4,3078.0,2.0,2.0,208.0,,2013.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,1492000.0,6.4,3078.0,2.0,2.0,411.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,4,h,1717500.0,6.4,3078.0,2.0,1.0,599.0,203.0,1925.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,5,h,2840000.0,6.4,3078.0,4.0,4.0,809.0,165.0,1910.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,u,525500.0,6.4,3078.0,1.0,1.0,88.0,60.0,1960.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,t,805000.0,6.4,3078.0,2.0,3.0,155.0,140.0,2004.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,u,465000.0,6.4,3078.0,1.0,1.0,0.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,2000000.0,6.4,3078.0,3.0,2.0,686.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,1540000.0,6.4,3078.0,1.0,2.0,592.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,u,820000.0,6.4,3078.0,1.0,1.0,183.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,4,h,1830000.0,6.4,3078.0,2.0,2.0,606.0,112.0,1970.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,4,h,2100000.0,6.4,3078.0,2.0,2.0,575.0,271.0,2008.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,865000.0,6.4,3078.0,1.0,1.0,180.0,131.0,2010.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,u,390000.0,6.4,3078.0,1.0,1.0,0.0,60.0,1960.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,t,650000.0,6.4,3078.0,1.0,0.0,0.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,2,u,512000.0,6.4,3078.0,1.0,1.0,0.0,61.0,1965.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,1165000.0,6.4,3078.0,1.0,2.0,979.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,4,h,1900000.0,6.4,3078.0,2.0,2.0,556.0,272.0,1930.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,3,h,1485000.0,6.4,3078.0,0.0,0.0,597.0,,,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Alphington,4,h,1950000.0,6.4,3078.0,2.0,3.0,589.0,210.0,1920.0,Northern Metropolitan,2211.0,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
Altona,3,h,520000.0,13.8,3018.0,2.0,1.0,352.0,242.0,2015.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,5,h,1525000.0,13.8,3018.0,3.0,3.0,729.0,268.0,2005.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,2,t,720000.0,13.8,3018.0,1.0,2.0,292.0,125.0,2013.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,h,1120000.0,13.8,3018.0,1.0,2.0,506.0,120.0,1930.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,4,h,780000.0,13.8,3018.0,1.0,4.0,655.0,,,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,4,h,1780000.0,13.8,3018.0,3.0,6.0,1057.0,220.0,1962.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,u,630000.0,13.8,3018.0,1.0,2.0,311.0,94.0,1955.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,2,u,406000.0,13.8,3018.0,1.0,1.0,65.0,,,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,h,660000.0,13.8,3018.0,1.0,1.0,602.0,123.0,1955.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,h,683500.0,13.8,3018.0,1.0,1.0,530.0,,,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,2,u,580000.0,13.8,3018.0,1.0,1.0,225.0,93.0,1988.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,h,1335000.0,13.8,3018.0,1.0,4.0,777.0,22.0,1953.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
Altona,3,t,800000.0,13.8,3018.0,2.0,2.0,280.0,,1997.0,Western Metropolitan,5301.0,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
